"Suburb","Address","Rooms","Type","Price","Method","SellerG","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","CouncilArea","Lattitude","Longtitude"
"Hawthorn","5/29 Elphin Gr","2","u",612500,"S","Marshall","25-02-17",4.6,"3122","2","1","1",859,71,"Boroondara",-37.8183,145.0423
"Hawthorn","5/70 Power St","2","u",690000,"S","Jellis","25-02-17",4.6,"3122","2","1","1",82,90.05,"Boroondara",-37.818,145.0268
"Hawthorn","18/508 Glenferrie Rd","2","u",695000,"S","Jellis","26-07-16",4.6,"3122","2","1","1",3194,90.05,"Boroondara",-37.8305,145.0341
"Hawthorn","8/578 Glenferrie Rd","2","u",530000,"PI","Marshall","27-11-16",4.6,"3122","2","1","1",1240.22580645161,90.05,"Boroondara",-37.826,145.0349
"Hawthorn","2/4 Grattan St","2","u",752000,"S","Marshall","27-11-16",4.6,"3122","2","1","1",1240.22580645161,90.05,"Boroondara",-37.81979,145.03252
"Heidelberg Heights","2/71 Southern Rd","2","u",440000,"VB","Miles","12-11-16",10.5,"3081","2","1","2",281,87,"Banyule",-37.7429,145.0519
"Heidelberg Heights","2/35 Porter Rd","2","u",605000,"S","Harcourts","19-11-16",10.5,"3081","2","1","1",166,87,"Banyule",-37.7416,145.0567
"Heidelberg Heights","2/601 Upper Heidelberg Rd","2","u",400000,"PI","hockingstuart","26-07-16",10.5,"3081","2","1","1",127,83,"Banyule",-37.747,145.0575
"Heidelberg West","15/459 Waterdale Rd","2","u",360000,"SP","Miles","16-04-16",9.4,"3081","2","1","1",89,85,"Banyule",-37.7444,145.047
"Hughesdale","4/89 Kangaroo Rd","2","u",623000,"S","Ray","10-09-16",13,"3166","2","1","1",101,90,"Monash",-37.8988,145.0781
"Hughesdale","5/7 Warrigal Rd","2","u",400000,"PI","Ray","17-09-16",13,"3166","2","1","1",100,88,"Monash",-37.8945,145.0876
"Ivanhoe","3/3 Merton St","1","u",460000,"SP","Miles","03-12-16",7.9,"3079","1","1","0",75,81.125,"Banyule",-37.7759,145.043
"Ivanhoe","7/15 Carn Av","2","u",581000,"S","Miles","06-08-16",7.9,"3079","2","1","1",367.375,81.125,"Banyule",-37.7667,145.0419
"Ivanhoe","5/52 Locksley Rd","2","u",739000,"S","Miles","07-05-16",7.9,"3079","2","1","1",648,91,"Banyule",-37.7702,145.0493
"Ivanhoe","4/13 Ivanhoe Pde","2","u",705000,"S","Miles","10-12-16",7.9,"3079","2","1","1",94,81.125,"Banyule",-37.7679,145.0452
"Ivanhoe","6/14 Athelstane Gr","2","u",587000,"S","Miles","12-11-16",7.9,"3079","2","1","1",721,78,"Banyule",-37.7634,145.0406
"Ivanhoe","6/11 Rose St","2","u",465000,"S","Barry","14-05-16",7.9,"3079","2","1","1",795,81.125,"Banyule",-37.7744,145.0415
"Ivanhoe","5/19 Livingstone St","2","u",690000,"S","Barry","15-10-16",7.9,"3079","2","1","1",103,83,"Banyule",-37.7671,145.0408
"Ivanhoe","5/14 Athelstane Gr","2","u",500000,"PI","Ray","19-11-16",7.9,"3079","2","1","1",71,70,"Banyule",-37.7634,145.0406
"Ivanhoe","2/53 Norman St","2","u",845000,"S","Miles","22-08-16",7.9,"3079","2","2","2",147,81.125,"Banyule",-37.7679,145.0467
"Ivanhoe","3/67 Livingstone St","2","u",630000,"S","RT","24-09-16",7.9,"3079","2","1","1",199,81.125,"Banyule",-37.7666,145.0356
"Ivanhoe","5/48 Locksley Rd","2","u",662000,"SP","Miles","28-08-16",7.9,"3079","2","1","1",367.375,81.125,"Banyule",-37.7667,145.0419
"Keilor East","17/24 Craig St","3","u",580000,"S","Rendina","10-12-16",12.8,"3033","3","2","2",112,138,"Moonee Valley",-37.7434,144.881
"Keilor East","18a Berembong Dr","2","u",470000,"VB","Nelson","13-08-16",12.8,"3033","2","1","1",218,88,"Moonee Valley",-37.7337,144.8617
"Keilor East","2/222 Milleara Rd","3","u",470000,"SP","Brad","14-05-16",12.8,"3033","3","1","1",254,109.333333333333,"Moonee Valley",-37.748,144.863
"Keilor East","2/49 Quinn Gr","3","u",560000,"S","Moonee","14-05-16",12.8,"3033","3","1","2",352,102,"Moonee Valley",-37.7459,144.8673
"Kensington","107/88 Altona St","1","u",360000,"VB","Dingle","10-12-16",4.2,"3031","1","1","1",4267,81.6,"Melbourne",-37.7966,144.9254
"Kensington","28/18 Mawbey St","3","u",551000,"S","Woodards","10-12-16",4.2,"3031","3","1","1",4440,81.6,"Melbourne",-37.7898,144.9233
"Kensington","118/80 Ormond St","2","u",442000,"S","Nelson","10-12-16",4.2,"3031","2","2","1",3448,71,"Melbourne",-37.7976,144.9285
"Kensington","407/72 Altona St","2","u",515000,"SP","Pagan","11-02-17",4.2,"3031","2","1","1",3957,81,"Melbourne",-37.7974,144.9261
"Kensington","11/33 Rankins Rd","2","u",666000,"S","Nelson","13-08-16",4.2,"3031","2","1","2",1111,92,"Melbourne",-37.7896,144.9321
"Kensington","111/18 Bent St","2","u",631090,"S","Alexkarbon","27-06-16",4.2,"3031","2","2","1",2136,94,"Melbourne",-37.7956,144.935
"Kew","3/81 Derby St","2","u",630000,"PI","Marshall","04-03-17",5.6,"3101","2","1","2",91,89.4,"Boroondara",-37.8003,145.0375
"Kew","2/27 Pakington St","2","u",610000,"SP","Nelson","04-03-17",5.6,"3101","2","1","1",745,72,"Boroondara",-37.8024,145.0346
"Kew","3/505 High St","2","u",515000,"S","hockingstuart","10-12-16",5.6,"3101","2","1","1",743,89.4,"Boroondara",-37.8017,145.0445
"Kew","101/75 Princess St","2","u",843000,"S","RT","13-08-16",5.6,"3101","2","1","1",536.5,89.4,"Boroondara",-37.8047,145.0391
"Kew","102/75 Princess St","2","u",725000,"PI","RT","13-08-16",5.6,"3101","2","1","1",536.5,89.4,"Boroondara",-37.8047,145.0391
"Kew","11/6 Swinton Av","2","u",950000,"S","Marshall","16-04-16",5.6,"3101","2","1","1",536.5,89.4,"Boroondara",-37.8047,145.0391
"Kew","4/13 Belmont Av","2","u",787000,"S","Jellis","17-09-16",5.6,"3101","2","1","1",536.5,89.4,"Boroondara",-37.8047,145.0391
"Kew","4/34 Dean St","2","u",890000,"S","Jellis","17-09-16",5.6,"3101","2","2","1",89,87,"Boroondara",-37.8148,145.0571
"Kew","2/27 Pakington St","2","u",610000,"SP","Nelson","25-02-17",5.6,"3101","2","1","1",745,72,"Boroondara",-37.8024,145.0346
"Kew","2/78 Studley Park Rd","3","u",955000,"S","Marshall","25-02-17",5.6,"3101","3","2","2",140,121,"Boroondara",-37.8063,145.0179
"Kew","205/56 Harp Rd","2","u",727500,"S","Fletchers","26-07-16",5.6,"3101","2","1","1",536.5,89.4,"Boroondara",-37.8047,145.0391
"Kew","2/37 Atkins St","2","u",730000,"S","Marshall","27-11-16",5.6,"3101","2","1","1",536.5,89.4,"Boroondara",-37.8094,145.0446
"Kew","3/40 Rowland St","2","u",891000,"S","Jellis","28-05-16",5.6,"3101","2","1","1",121,89.4,"Boroondara",-37.8126,145.0534
"Maidstone","8/101 Ballarat Rd","2","u",275000,"PI","Burnham","03-12-16",9.2,"3012","2","1","1",1972,63,"Maribyrnong",-37.7863,144.8769
"Maidstone","2/45 Cathcart St","2","u",485000,"S","Jas","04-06-16",9.2,"3012","2","1","1",152,87.474,"Maribyrnong",-37.7844,144.8791
"Maidstone","3/20 Burns St","3","u",520000,"PI","Burnham","10-12-16",9.2,"3012","3","2","2",184,184,"Maribyrnong",-37.7868,144.8772
"Maidstone","17/46 Eucalyptus Dr","2","u",352500,"S","hockingstuart","18-03-17",9.2,"3012","2","1","1",15100,66,"Maribyrnong",-37.7795,144.8729
"Malvern East","1/52 Bowen St","3","u",980000,"S","Noel","03-12-16",11.2,"3145","3","1","2",317,96.25,"Stonnington",-37.8832,145.0779
"Malvern East","3/6 Peverill St","2","u",790000,"S","Noel","04-03-17",11.2,"3145","2","1","2",196,109,"Stonnington",-37.8796,145.0876
"Malvern East","2/82 Brunel St","2","u",720000,"S","J","08-10-16",11.2,"3145","2","1","1",92,96.25,"Stonnington",-37.8706,145.0578
"Malvern East","3/2 Kardella St","3","u",707500,"S","hockingstuart","18-06-16",11.2,"3145","2","1","1",170,83,"Stonnington",-37.8689,145.0504
"Maribyrnong","104 Gatehouse Pl","2","u",420000,"SP","Biggin","07-05-16",8.7,"3032","2","1","2",5661,103,"Maribyrnong",-37.773,144.8806
"Maribyrnong","3/41 Pridham St","2","u",425000,"S","Trimson","07-11-16",8.7,"3032","2","1","1",170,97.3636363636364,"Maribyrnong",-37.7818,144.8859
"Maribyrnong","3/6 Randall St","3","u",662500,"S","Rendina","07-11-16",8.7,"3032","3","2","2",202,121,"Maribyrnong",-37.768,144.8894
"Maribyrnong","7/3 Ensign St","2","u",330000,"SP","Biggin","10-12-16",8.7,"3032","2","1","1",950,97.3636363636364,"Maribyrnong",-37.7665,144.9004
"Maribyrnong","104/5 Ordnance Res","2","u",400000,"SP","Biggin","12-11-16",8.7,"3032","2","1","2",3967,87,"Maribyrnong",-37.7706,144.8805
"Maribyrnong","44/2 Horizon Dr","2","u",495000,"S","Brad","18-03-17",8.7,"3032","2","2","2",37000,97.3636363636364,"Maribyrnong",-37.7752,144.8925
"Maribyrnong","705/60 Edgewater Bvd","2","u",566000,"S","Raine","18-06-16",8.7,"3032","2","2","1",3014,80,"Maribyrnong",-37.7853,144.8944
"Maribyrnong","110/44 Skyline Dr","2","u",570000,"PI","McDonald","27-11-16",8.7,"3032","2","2","1",3014,204,"Maribyrnong",-37.7853,144.8944
"Melbourne","14/2 Exhibition St","2","u",1160500,"S","Kay","04-03-17",2.8,"3000","2","2","1",4230,75,"Melbourne",-37.8157,144.9727
"Melbourne","1206/483 Swanston St","2","u",520000,"VB","Greg","19-11-16",2.8,"3000","1","1","1",4051,68,"Melbourne",-37.8072,144.9623
"Melbourne","103/565 Flinders St","2","u",360000,"VB","Dingle","28-08-16",2.8,"3000","1","1","1",1136,69,"Melbourne",-37.8211,144.9559
"Melbourne","509/33 MacKenzie St","2","u",390000,"PI","Dingle","30-07-16",2.8,"3000","2","1","1",1751,75,"Melbourne",-37.8077,144.9668
"Mont Albert","3/7 Leopold Cr","2","u",768000,"S","Fletchers","10-09-16",11.8,"3127","2","1","1",290,87.4444444444444,"Whitehorse",-37.8264,145.1012
"Mont Albert","33a Kingsley Cr","2","u",1150000,"S","Jellis","10-12-16",11.8,"3127","2","1","1",290,87.4444444444444,"Whitehorse",-37.8264,145.1012
"Mont Albert","105/766 Whitehorse Rd","2","u",665000,"S","hockingstuart","10-12-16",11.8,"3127","2","2","2",1291,87.4444444444444,"Whitehorse",-37.8167,145.1118
"Mont Albert","3/18 Louise Av","2","u",625000,"PI","Marshall","19-11-16",11.8,"3127","2","1","1",290,87.4444444444444,"Whitehorse",-37.8264,145.1012
"Mont Albert","2/82 Victoria Cr","2","u",626000,"S","Jellis","19-11-16",11.8,"3127","2","1","1",290,87.4444444444444,"Whitehorse",-37.8264,145.1012
"Moonee Ponds","1/10 Scotia St","2","u",675000,"S","Brad","08-10-16",6.9,"3039","2","1","1",206,81,"Moonee Valley",-37.7694,144.9059
"Moonee Ponds","1/19 Montague St","2","u",672000,"SP","Nelson","17-09-16",6.9,"3039","2","1","2",230,81,"Moonee Valley",-37.7595,144.9317
"Moonee Ponds","4/6 Turner St","2","u",600000,"S","Woodards","24-09-16",6.9,"3039","2","1","1",166,81,"Moonee Valley",-37.7624,144.9365
"Moonee Ponds","1/21 Holmes Rd","2","u",574000,"S","Jellis","27-11-16",6.9,"3039","2","2","1",159,81,"Moonee Valley",-37.7666,144.9184
"Moonee Ponds","1/16 Capulet St","2","u",730000,"SP","Woodards","28-05-16",6.9,"3039","2","1","2",217,81,"Moonee Valley",-37.7609,144.9308
"Moorabbin","1/4 Grandview Gr","3","u",931000,"S","hockingstuart","07-11-16",14.6,"3189","3","1","2",313,73.5,"Kingston",-37.9449,145.0459
"Moorabbin","2/17 Barilla Rd","2","u",655000,"S","Buxton","08-10-16",14.6,"3189","2","1","1",1202,73.5,"Kingston",-37.9412,145.0465
"Moorabbin","1/17 Baker St","2","u",639000,"S","Buxton/Find","19-11-16",14.6,"3189","2","1","1",83,79,"Kingston",-37.9355,145.0485
"Moorabbin","2/1 Barbara St","2","u",605000,"S","Ray","19-11-16",14.6,"3189","2","1","2",180,68,"Kingston",-37.9363,145.0564
"Newport","4/71 Challis St","2","u",670000,"SP","Purplebricks","27-11-16",8.4,"3015","2","1","1",190,89.8,"Hobsons Bay",-37.8433,144.8725
"Niddrie","3/42 Sapphire St","2","u",660000,"S","Barry","04-06-16",11.2,"3042","2","2","1",217,113,"Moonee Valley",-37.7465,144.8868
"Niddrie","7/93 Hoffmans Rd","2","u",490000,"S","Brad","10-12-16",11.2,"3042","2","1","1",142,102.692307692308,"Moonee Valley",-37.7415,144.8914
"Niddrie","47 Carrington Rd","3","u",970000,"S","Nelson","12-11-16",11.2,"3042","3","2","1",320,167,"Moonee Valley",-37.7377,144.888
"Niddrie","2/37 Garnet St","3","u",600000,"SP","Barry","14-05-16",11.2,"3042","3","2","1",164,102.692307692308,"Moonee Valley",-37.7479,144.8868
"Niddrie","2/50 Jackson St","3","u",700000,"S","Nelson","18-06-16",11.2,"3042","3","1","1",202,102.692307692308,"Moonee Valley",-37.7389,144.887
"Niddrie","1/15 Ross St","3","u",760000,"S","Barry","18-06-16",11.2,"3042","3","2","1",198,102.692307692308,"Moonee Valley",-37.7357,144.8908
"Niddrie","2/26 Grandview Rd","3","u",773000,"S","Barry","26-07-16",11.2,"3042","3","1","1",275,102.692307692308,"Moonee Valley",-37.7383,144.8898
"Niddrie","142 Hotham Rd","2","u",522500,"SP","Nelson","26-07-16",11.2,"3042","2","1","1",167,102.692307692308,"Moonee Valley",-37.7328,144.8764
"Niddrie","2/10 Nolan St","3","u",746000,"S","Barry","27-11-16",11.2,"3042","3","1","1",256,102.692307692308,"Moonee Valley",-37.741,144.8901
"Niddrie","1/49 Hamilton St","2","u",591000,"S","Brad","30-07-16",11.2,"3042","2","1","1",269,102.692307692308,"Moonee Valley",-37.74,144.8851
"Niddrie","2/42 Sapphire St","3","u",815000,"S","Barry","30-07-16",11.2,"3042","3","2","2",203,102.692307692308,"Moonee Valley",-37.7465,144.8867
"North Melbourne","23/43 Haines St","2","u",450000,"VB","W.B.","12-11-16",2.3,"3051","2","1","1",1588,71,"Melbourne",-37.7988,144.9478
"North Melbourne","21/70 Oshanassy St","2","u",560000,"S","Jellis","25-02-17",2.3,"3051","2","1","1",2300,68,"Melbourne",-37.7997,144.9472
"North Melbourne","14/7 Curran St","2","u",550055,"SP","Jellis","27-11-16",2.3,"3051","2","1","2",1004,65,"Melbourne",-37.7926,144.9441
"Northcote","16/116 Arthurton Rd","2","u",418000,"SP","hockingstuart","07-05-16",5.5,"3070","2","1","1",1882,95,"Darebin",-37.768,144.9895
"Northcote","4/140 Darebin Rd","3","u",810000,"SP","Jellis","17-09-16",5.5,"3070","3","1","2",150,119,"Darebin",-37.7648,145.0098
"Northcote","2/19 Glanfield St","2","u",665000,"PI","Barry","18-03-17",5.5,"3070","2","1","1",120,76,"Darebin",-37.7715,145.0075
"Northcote","1/13 Kellett St","2","u",770000,"S","Nelson","24-09-16",5.5,"3070","2","1","1",129,115,"Darebin",-37.7668,145.0063
"Northcote","5/216 Westgarth St","2","u",600000,"S","Jellis","24-09-16",5.5,"3070","2","1","1",671,95,"Darebin",-37.7833,145.0135
"Oak Park","1/1 Gregory St","3","u",647000,"S","Brad","03-12-16",11.5,"3046","3","1","2",250,90.5833333333333,"Moreland",-37.7232,144.9148
"Oak Park","1/9 Cartwright St","2","u",476000,"S","hockingstuart","06-08-16",11.5,"3046","2","1","1",189,85,"Moreland",-37.7151,144.9191
"Oak Park","4/13 Sylvester St","2","u",522000,"S","Stockdale","08-10-16",11.5,"3046","2","1","1",161,91,"Moreland",-37.7204,144.9131
"Oak Park","5/25 Ethel St","3","u",651000,"S","Nelson","16-07-16",11.5,"3046","3","2","2",198,113,"Moreland",-37.722,144.9169
"Oak Park","2/16 Winifred St","2","u",470000,"VB","Barry","22-05-16",11.5,"3046","2","1","1",138,76,"Moreland",-37.7209,144.9179
"Oak Park","2/21 Gregory St","3","u",550000,"PI","Brad","27-11-16",11.5,"3046","3","1","1",196,90.5833333333333,"Moreland",-37.7216,144.9157
"Parkville","42 Park Dr","8","u",3210000,"S","Kelly","10-12-16",2.6,"3052","4","2","1",2384.2,132,"Melbourne",-37.7928,144.95714
"Parkville","2/86 Cade Wy","2","u",500000,"VB","Jellis","11-02-17",2.6,"3052","2","1","1",2384.2,132,"Melbourne",-37.7928,144.95714
"Parkville","47/202 The Avenue","1","u",395000,"SP","Woodards","11-02-17",2.6,"3052","1","1","1",2469,132,"Melbourne",-37.7827,144.9575
"Parkville","11/2 MacArthur Rd","2","u",734600,"SP","Woodards","22-08-16",2.6,"3052","2","2","1",2427,132,"Melbourne",-37.7896,144.9584
"Parkville","12/228 The Avenue","1","u",500000,"S","Nelson","27-11-16",2.6,"3052","1","1","1",2431,132,"Melbourne",-37.7821,144.9576
"Parkville","28/238 The Avenue","3","u",1403000,"S","Nelson","27-11-16",2.6,"3052","3","2","2",2401,132,"Melbourne",-37.7818,144.9576
"Parkville","17/248 The Avenue","2","u",750000,"SP","Jellis","30-07-16",2.6,"3052","2","1","1",2193,132,"Melbourne",-37.7813,144.9578
"Pascoe Vale","5/10 Dorset Rd","3","u",600000,"S","Nelson","04-03-17",9.9,"3044","3","1","1",204,124,"Moreland",-37.7234,144.9497
"Pascoe Vale","2/22 Joffre Rd","3","u",585000,"S","Jellis","06-08-16",9.9,"3044","3","1","1",180,98,"Moreland",-37.718,144.94
"Pascoe Vale","2/2 Bellevue Tce","2","u",495000,"SP","Brad","07-05-16",9.9,"3044","3","1","2",205,91.4444444444444,"Moreland",-37.7317,144.9313
"Pascoe Vale","5/19 Raeburn St","2","u",452000,"S","hockingstuart","07-05-16",9.9,"3044","2","1","1",159,87,"Moreland",-37.7291,144.9446
"Pascoe Vale","4/36 Sylvan Gr","2","u",495000,"S","Brad","07-11-16",9.9,"3044","2","1","1",207,91.4444444444444,"Moreland",-37.7283,144.9417
"Pascoe Vale","3/60 Austin Cr","2","u",495000,"SP","Brad","10-12-16",9.9,"3044","2","1","1",168.333333333333,91.4444444444444,"Moreland",-37.724205,144.93945
"Pascoe Vale","2/60 Bolingbroke St","2","u",485000,"S","Brad","13-08-16",9.9,"3044","2","1","1",139,74,"Moreland",-37.7315,144.9301
"Pascoe Vale","1/30 Archibald St","2","u",488000,"S","Nelson","14-05-16",9.9,"3044","3","1","2",219,84,"Moreland",-37.7283,144.9331
"Pascoe Vale","2/1 McCracken Av","2","u",470000,"SP","Nelson","18-06-16",9.9,"3044","2","1","1",168.333333333333,91.4444444444444,"Moreland",-37.724205,144.93945
"Pascoe Vale","7/6 Downs St","2","u",540000,"S","Nelson","19-11-16",9.9,"3044","2","1","1",168.333333333333,91.4444444444444,"Moreland",-37.724205,144.93945
"Pascoe Vale","4/143 Sussex St","3","u",533000,"SP","Brad","22-08-16",9.9,"3044","3","2","2",197,111,"Moreland",-37.7266,144.9496
"Pascoe Vale","6/3 Plymouth Av","2","u",567000,"S","Brad","26-07-16",9.9,"3044","2","1","1",168.333333333333,91.4444444444444,"Moreland",-37.724205,144.93945
"Pascoe Vale","1/12 Pascoe St","2","u",360000,"VB","Barry","30-07-16",9.9,"3044","2","1","1",119,91.4444444444444,"Moreland",-37.7161,144.9348
"Port Melbourne","36/3 Seisman Pl","2","u",1340000,"VB","Chisholm","03-12-16",3.8,"3207","2","2","2",21700,88.1666666666667,"Port Phillip",-37.8424,144.9449
"Port Melbourne","304/38 Nott St","2","u",795000,"S","Cayzer","06-08-16",3.8,"3207","2","2","1",579,84,"Melbourne",-37.8416,144.9381
"Port Melbourne","414/99 Dow St","2","u",845000,"SP","RT","07-05-16",3.8,"3207","2","2","2",2166,88.1666666666667,"Port Phillip",-37.8415,144.9412
"Port Melbourne","306/77 Nott St","2","u",600000,"PI","Chisholm","08-10-16",3.8,"3207","2","2","1",995,88.1666666666667,"Port Phillip",-37.8407,144.9383
"Port Melbourne","516/99 Dow St","2","u",820000,"VB","Cayzer","14-05-16",3.8,"3207","2","2","2",2166,88.1666666666667,"Port Phillip",-37.8415,144.9412
"Port Melbourne","220/99 Dow St","2","u",625000,"PI","RT","18-06-16",3.8,"3207","2","2","1",2166,88.1666666666667,"Port Phillip",-37.8415,144.9412
"Port Melbourne","405/2 Rouse St","1","u",600000,"S","Marshall","25-02-17",3.8,"3207","1","1","1",6866,63,"Port Phillip",-37.8443,144.9437
"Port Melbourne","1001/107 Beach St","3","u",2460000,"S","Marshall","27-11-16",3.8,"3207","3","2","2",5042,102,"Port Phillip",-37.8405,144.9319
"Prahran","4/2 Alfred St","2","u",830000,"S","Williams","07-05-16",4.5,"3181","2","1","1",727,82.7142857142857,"Stonnington",-37.8503,144.9855
"Prahran","5/26 Clifton St","2","u",590000,"PI","Purplebricks","10-12-16",4.5,"3181","2","1","1",356,82.7142857142857,"Stonnington",-37.8509,144.9954
"Preston","5/492 Murray Rd","2","u",540000,"SP","hockingstuart","03-09-16",8.8,"3072","2","1","1",316.733333333333,88.625,"Darebin",-37.7395,145.00485
"Preston","2/3 Burkitt Ct","3","u",496000,"S","hockingstuart","06-08-16",8.8,"3072","3","1","1",266,98,"Darebin",-37.7322,145.0318
"Preston","223/388 Murray Rd","2","u",422250,"S","RW","07-11-16",8.8,"3072","2","1","1",316.733333333333,88.625,"Darebin",-37.7395,145.00485
"Preston","313/388 Murray Rd","2","u",410000,"S","Ray","08-10-16",8.8,"3072","2","1","1",316.733333333333,88.625,"Darebin",-37.7395,145.00485
"Preston","6/110 David St","2","u",457500,"S","Nelson","10-12-16",8.8,"3072","2","1","1",316.733333333333,88.625,"Darebin",-37.7395,145.00485
"Preston","3/27 Jessie St","2","u",656000,"S","Barry","10-12-16",8.8,"3072","2","1","1",205,88.625,"Darebin",-37.7413,144.9939
"Preston","3/104 Regent St","2","u",512000,"S","Nelson","11-03-17",8.8,"3072","2","1","1",145,88.625,"Darebin",-37.7293,144.9931
"Preston","414/388 Murray Rd","2","u",380000,"PI","RW","12-11-16",8.8,"3072","2","1","1",316.733333333333,88.625,"Darebin",-37.7395,145.00485
"Preston","4/22 Newcastle St","2","u",485000,"S","Nelson","14-05-16",8.8,"3072","2","1","1",117,73,"Darebin",-37.7514,145.0118
"Preston","2/32 Kitchener Gr","3","u",798000,"S","Nelson","15-10-16",8.8,"3072","3","2","2",212,88.625,"Darebin",-37.7359,145.0147
"Preston","4/55 Regent St","2","u",530000,"S","Nelson","15-10-16",8.8,"3072","2","1","1",106,74,"Darebin",-37.7306,144.9993
"Preston","3/372 Bell St","2","u",465000,"PI","hockingstuart","19-11-16",8.8,"3072","2","1","1",316.733333333333,88.625,"Darebin",-37.7395,145.00485
"Preston","28/122 High St","2","u",425000,"SP","Jellis","25-02-17",8.8,"3072","2","2","1",1485,69,"Darebin",-37.7476,145.0026
"Preston","1c Oak St","2","u",515000,"S","Love","25-02-17",8.8,"3072","2","1","1",187,60,"Darebin",-37.7351,145.0323
"Preston","3/18 Furzer St","3","u",605000,"S","Love","26-07-16",8.8,"3072","3","1","2",192,88.625,"Darebin",-37.7277,144.9851
"Preston","1/28 Carlisle St","2","u",610000,"S","Harcourts","28-08-16",8.8,"3072","2","1","1",126,79,"Darebin",-37.7523,145.0091
"Reservoir","1/21 Dumbarton St","3","u",475000,"S","Ray","03-09-16",11.2,"3073","3","1","1",191,107,"Darebin",-37.7019,145.0256
"Reservoir","1/147 Purinuan Rd","2","u",415000,"PI","Ray","03-09-16",11.2,"3073","2","1","1",189,84,"Darebin",-37.708,145.0181
"Reservoir","2/20 Crookston Rd","2","u",352000,"SP","Barry","03-12-16",11.2,"3073","2","1","1",117,62,"Darebin",-37.7101,145.0223
"Reservoir","8/211 Edwardes St","2","u",336000,"S","Stockdale","03-12-16",11.2,"3073","2","1","1",99,67,"Darebin",-37.7166,144.9911
"Reservoir","1/29 Goulburn Av","2","u",550000,"S","Barry","03-12-16",11.2,"3073","2","1","1",175.446153846154,82.7297297297297,"Darebin",-37.7139,145.0104
"Reservoir","2/16 Odowd St","3","u",645000,"S","Nelson","04-03-17",11.2,"3073","3","1","2",280,82.7297297297297,"Darebin",-37.7183,145.0164
"Reservoir","3/38 Barton St","2","u",405000,"S","Barry","07-05-16",11.2,"3073","2","1","1",171,94,"Darebin",-37.711,145.0027
"Reservoir","4/134 McMahon Rd","2","u",357500,"S","Ray","07-05-16",11.2,"3073","2","1","1",129,82.7297297297297,"Darebin",-37.7099,145.0131
"Reservoir","4/1 Ashley St","2","u",427500,"S","Love","07-11-16",11.2,"3073","2","1","1",146,84,"Darebin",-37.719,145.0014
"Reservoir","1/40 McComas St","2","u",410000,"S","Love","07-11-16",11.2,"3073","2","1","1",180,61,"Darebin",-37.7283,145.0207
"Reservoir","3/36 Myrtle Gr","2","u",450000,"S","Nelson","07-11-16",11.2,"3073","2","1","1",95,82.7297297297297,"Darebin",-37.7283,144.9991
"Reservoir","4/7 Oconnor St","1","u",341000,"PI","Ray","07-11-16",11.2,"3073","1","1","1",125,82.7297297297297,"Darebin",-37.711,145.0052
"Reservoir","1a Fordham Rd","2","u",468000,"S","Ray","08-10-16",11.2,"3073","3","2","2",234,82.7297297297297,"Darebin",-37.7172,145.016
"Reservoir","4/60 Henty St","2","u",380000,"S","Nelson","08-10-16",11.2,"3073","2","1","1",149,70,"Darebin",-37.7177,144.9917
"Reservoir","1/155 Hickford St","2","u",434000,"S","Barry","08-10-16",11.2,"3073","2","1","1",175.446153846154,82.7297297297297,"Darebin",-37.7022,145.0129
"Reservoir","2/102 Rathcown Rd","2","u",440000,"SP","Ray","08-10-16",11.2,"3073","2","1","2",132,83,"Darebin",-37.709,145.0219
"Reservoir","3/16 McComas St","2","u",436000,"S","Barry","10-09-16",11.2,"3073","2","1","1",140,82.7297297297297,"Darebin",-37.7285,145.0242
"Reservoir","7/47 Storey Rd","2","u",432000,"S","Love","10-09-16",11.2,"3073","2","1","1",137,82.7297297297297,"Darebin",-37.7241,145.0114
"Reservoir","3/66 Darebin Bvd","2","u",401000,"S","Darren","10-12-16",11.2,"3073","2","1","1",184,77,"Darebin",-37.7043,145.0277
"Reservoir","1/35 George St","2","u",491000,"S","Love","10-12-16",11.2,"3073","2","1","1",168,93,"Darebin",-37.7167,145.0001
"Reservoir","5/2 Griffiths St","2","u",420000,"S","Harcourts","10-12-16",11.2,"3073","2","1","0",207,82.7297297297297,"Darebin",-37.7145,144.9962
"Reservoir","2/66 Pine St","2","u",520000,"S","Love","10-12-16",11.2,"3073","2","1","1",135,82.7297297297297,"Darebin",-37.7181,144.9985
"Reservoir","1/65 Keon Pde","3","u",500000,"S","Ray","12-11-16",11.2,"3073","3","1","1",359,109,"Darebin",-37.6957,145.0161
"Reservoir","4/62 St Vigeons Rd","2","u",350000,"PI","Barry","12-11-16",11.2,"3073","2","1","1",102,67,"Darebin",-37.7064,145.0264
"Reservoir","2/7 Mattea Ct","2","u",360000,"PI","Barry","13-08-16",11.2,"3073","2","1","1",139,82.7297297297297,"Darebin",-37.7327,145.0347
"Reservoir","3/7 Mattea Ct","2","u",380000,"PI","Barry","13-08-16",11.2,"3073","2","1","1",220,82.7297297297297,"Darebin",-37.7327,145.0347
"Reservoir","1/73 Purinuan Rd","3","u",400000,"PI","Ray","13-08-16",11.2,"3073","3","1","1",172,97,"Darebin",-37.7092,145.0274
"Reservoir","3/94 Purinuan Rd","2","u",360000,"S","Stockdale","14-05-16",11.2,"3073","2","1","1",132,65,"Darebin",-37.708,145.0223
