"Suburb","Address","Rooms","Type","Price","Method","SellerG","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Lattitude","Longtitude"
"Heidelberg West","2/287 Liberty Pde","2","t",370000,"VB","Miles","07-05-16",9.4,"3081","2","1","1",100,90,"2013","Banyule",-37.7383,145.036
"Hughesdale","2/19 Swindon Rd","3","t",828000,"S","Ray","07-05-16",13,"3166","3","2","1",206,118,"2002","Monash",-37.8966,145.0863
"Hughesdale","1/3 Euston Rd","3","t",900000,"S","Buxton","26-07-16",13,"3166","3","2","1",360,154,"1975","Monash",-37.8937,145.0779
"Ivanhoe","3/11 Oriel Rd","3","t",890000,"S","Nelson","04-06-16",7.9,"3079","3","2","2",249,140,"2005","Banyule",-37.766,145.0345
"Ivanhoe","1/37 Myrtle St","3","t",1010000,"S","Miles","10-12-16",7.9,"3079","3","2","2",314,138.333333333333,"2003","Banyule",-37.7554,145.0516
"Ivanhoe","3/24 Green St","3","t",750000,"S","Barry","16-04-16",7.9,"3079","3","1","1",110,138.333333333333,"1990","Banyule",-37.765,145.0407
"Ivanhoe","4/24 St Elmo Rd","2","t",779000,"S","Miles","17-09-16",7.9,"3079","3","1","2",152,138.333333333333,"1970","Banyule",-37.7635,145.0464
"Ivanhoe","5/139 Bond St","2","t",785000,"S","Jellis","22-08-16",7.9,"3079","2","2","1",124,135,"2010","Banyule",-37.7618,145.0287
"Ivanhoe","1/10 Oriel Rd","3","t",700000,"S","Barry","27-06-16",7.9,"3079","3","2","1",189,110,"1990","Banyule",-37.7661,145.0354
"Ivanhoe","2/94 Oriel Rd","3","t",550000,"PI","Barry","27-11-16",7.9,"3079","3","1","1",139,138.333333333333,"1970","Banyule",-37.757,145.0382
"Ivanhoe","2/92 Beatty St","2","t",710000,"PI","Nelson","28-08-16",7.9,"3079","2","1","1",134,120,"2012","Banyule",-37.7582,145.034
"Keilor East","3A Cudgewa Pl","3","t",770000,"SP","Barry","03-12-16",12.8,"3033","3","2","1",331,201,"2010","Moonee Valley",-37.7325,144.8621
"Keilor East","2/64 Dinah Pde","3","t",480000,"S","Nelson","03-12-16",12.8,"3033","3","2","1",184,182.5,"2012","Moonee Valley",-37.7424,144.8639
"Keilor East","4 Milleara Rd","4","t",886000,"S","Barry","10-12-16",12.8,"3033","4","3","1",322,257,"1950","Moonee Valley",-37.7293,144.8659
"Keilor East","1/31 Surrey Dr","3","t",705000,"S","Barry","16-04-16",12.8,"3033","3","2","1",440,156,"1995","Moonee Valley",-37.7517,144.8776
"Keilor East","7 Park Dr","3","t",680000,"SP","Nelson","18-03-17",12.8,"3033","3","2","2",224,154,"1998","Moonee Valley",-37.749,144.8599
"Keilor East","2/6 Shelley St","3","t",710000,"SP","Nelson","28-08-16",12.8,"3033","3","2","1",320,133,"2013","Moonee Valley",-37.7415,144.8668
"Kensington","4/130 Kensington Rd","2","t",750000,"S","Rendina","07-05-16",4.2,"3031","2","1","1",325,112,"2002","Melbourne",-37.7976,144.9213
"Kensington","59 The Crescent","3","t",918000,"SP","Nelson","08-10-16",4.2,"3031","3","2","1",788,103.428571428571,"1998","Melbourne",-37.7938,144.9186
"Kensington","14 Altona St","2","t",812000,"SP","Rendina","16-04-16",4.2,"3031","2","1","0",132,79,"1887","Melbourne",-37.7989,144.9275
"Kensington","148b Kensington Rd","3","t",790000,"SP","Edward","22-08-16",4.2,"3031","3","2","2",1181,136,"2003","Melbourne",-37.7982,144.9202
"Kensington","66 Parsons St","2","t",700000,"VB","Nelson","22-08-16",4.2,"3031","2","2","1",324,97,"2009","Melbourne",-37.7903,144.9345
"Kew","1/204 Brougham St","3","t",800000,"S","LITTLE","12-11-16",5.6,"3101","3","2","2",848,97,"1970","Boroondara",-37.796,145.0324
"Kew","2/37 Wills St","3","t",1330000,"PI","Jellis","19-11-16",5.6,"3101","3","2","2",205,184,"1995","Boroondara",-37.7993,145.0267
"Kew","3/99 Earl St","2","t",707500,"S","Jellis","26-07-16",5.6,"3101","2","1","1",124,86,"1992","Boroondara",-37.7938,145.0321
"Kew","5/93 Princess St","3","t",732000,"S","Nelson","26-07-16",5.6,"3101","3","1","1",904,110,"1980","Boroondara",-37.801,145.0297
"Kew East","9a Arden Ct","3","t",1963000,"S","Noel","24-09-16",7.5,"3102","3","2","2",426,167,"2010","Boroondara",-37.7917,145.0585
"Kew East","3/14 Arden Ct","3","t",1620000,"S","Fletchers","25-02-17",7.5,"3102","3","2","2",248,167,"2012","Boroondara",-37.7923,145.0595
"Kew East","1/2 Kitchener St","3","t",1260000,"S","Lindellas","27-06-16",7.5,"3102","3","2","2",284,167,"1990","Boroondara",-37.7966,145.048
"Maidstone","3 Crefden St","3","t",615000,"S","Jas","03-09-16",9.2,"3012","3","2","2",165,161,"2007","Maribyrnong",-37.7773,144.8725
"Maidstone","4/27 Baird St","3","t",695000,"SP","Sweeney","04-03-17",9.2,"3012","3","2","1",156,124,"2012","Maribyrnong",-37.7898,144.8722
"Maidstone","2/32 Burns St","3","t",555000,"PI","Biggin","17-09-16",9.2,"3012","3","1","2",210,121,"2012","Maribyrnong",-37.7869,144.8749
"Maidstone","32c Burns St","2","t",510000,"SP","Sweeney","22-08-16",9.2,"3012","2","1","2",118,91,"2014","Maribyrnong",-37.787,144.8748
"Maidstone","2/13 Radio St","2","t",600000,"S","Jas","28-08-16",9.2,"3012","2","2","1",145,112,"2012","Maribyrnong",-37.7801,144.869
"Malvern","3/2 Cawkwell St","3","t",1390000,"PI","Marshall","14-05-16",7.4,"3144","3","2","1",227,181,"1995","Stonnington",-37.8577,145.0406
"Malvern East","3/406 Wattletree Rd","3","t",1253000,"S","Jellis","07-05-16",11.2,"3145","3","2","1",216,135,"1994","Stonnington",-37.866,145.0549
"Malvern East","1/14 Durward Rd","4","t",1240000,"PI","Jellis","18-03-17",11.2,"3145","4","2","2",310,180,"1990","Stonnington",-37.8822,145.0837
"Malvern East","2/14 Durward Rd","3","t",1120000,"PI","Jellis","18-03-17",11.2,"3145","3","2","2",181,151,"1990","Stonnington",-37.8823,145.0839
"Malvern East","2D Paxton St","4","t",2560000,"PI","Abercromby's","25-02-17",11.2,"3145","4","3","2",427,337,"2012","Stonnington",-37.8704,145.0503
"Maribyrnong","6 Kynoch La","3","t",560000,"VB","Biggin","04-02-16",8.7,"3032","3","2","2",77,115,"2004","Maribyrnong",-37.7746,144.8798
"Maribyrnong","53 Wests Rd","3","t",560000,"VB","Biggin","04-02-16",8.7,"3032","3","2","2",83,128.636363636364,"2000","Maribyrnong",-37.7719,144.8815
"Maribyrnong","18 Blair St","3","t",550000,"SP","Biggin","07-05-16",8.7,"3032","3","2","2",77,138,"2000","Maribyrnong",-37.7743,144.8797
"Maribyrnong","5 Kallara Gr","3","t",730000,"S","Nelson","07-11-16",8.7,"3032","3","1","2",250,132,"2000","Maribyrnong",-37.7861,144.8897
"Maribyrnong","4/105 Raleigh Rd","2","t",510000,"PI","Redina","14-05-16",8.7,"3032","2","2","1",176,142,"2010","Maribyrnong",-37.7693,144.8905
"Maribyrnong","3/26 Middle Rd","2","t",570000,"S","Jas","16-04-16",8.7,"3032","3","1","2",98,128,"2009","Maribyrnong",-37.7677,144.8925
"Maribyrnong","20/9 Fabian Ct","2","t",429000,"S","Trimson","18-03-17",8.7,"3032","2","1","1",83,88,"1980","Maribyrnong",-37.7732,144.8927
"Maribyrnong","19/9 Fabian Ct","2","t",408000,"S","Nelson","18-06-16",8.7,"3032","2","1","1",85,84,"1980","Maribyrnong",-37.7732,144.8927
"Mont Albert","7/27 High St","3","t",1310000,"S","Fletchers","15-10-16",11.8,"3127","3","2","2",330,148,"2001","Whitehorse",-37.8167,145.107
"Mont Albert","26 Serpentine St","3","t",1200000,"S","Jellis","27-06-16",11.8,"3127","3","2","2",255,152,"2000","Whitehorse",-37.8192,145.111
"Moonee Ponds","10/40 Young St","2","t",515000,"VB","Edward","12-11-16",6.9,"3039","2","1","1",1981,111,"2006","Moonee Valley",-37.7677,144.9221
"Moonee Ponds","83 Scott St","3","t",890500,"S","Brad","15-10-16",6.9,"3039","3","2","1",213,155.333333333333,"1950","Moonee Valley",-37.7631,144.9073
"Moonee Ponds","18A Fanny St","5","t",980000,"PI","Nelson","18-03-17",6.9,"3039","5","2","2",207,168,"2004","Moonee Valley",-37.7615,144.9333
"Moonee Ponds","54b Salisbury St","3","t",842500,"S","Jellis","18-06-16",6.9,"3039","3","2","1",216,156,"1995","Moonee Valley",-37.7607,144.9314
"Moonee Ponds","36 Derby St","3","t",1345000,"SP","Barry","22-05-16",6.9,"3039","3","2","1",310,287,"1930","Moonee Valley",-37.7639,144.9126
"Moonee Ponds","2/102 Bent St","3","t",870000,"S","Nelson","23-04-16",6.9,"3039","3","2","2",156,152,"2000","Moonee Valley",-37.7631,144.9357
"Moonee Ponds","1/263 Union Rd","3","t",1130000,"S","Brad","27-11-16",6.9,"3039","3","2","2",217,145,"2013","Moonee Valley",-37.7704,144.9162
"Moonee Ponds","4/208 Maribyrnong Rd","2","t",800000,"S","Nelson","30-07-16",6.9,"3039","2","2","2",239,120,"1970","Moonee Valley",-37.7708,144.9093
"Moorabbin","1/1017 Nepean Hwy","3","t",750000,"PI","Buxton","07-05-16",14.6,"3189","3","2","1",164,123,"2010","Kingston",-37.9378,145.0385
"Moorabbin","6a Clay St","3","t",917000,"S","Ray","26-07-16",14.6,"3189","3","2","2",472,152,"2001","Kingston",-37.9387,145.0461
"Moorabbin","1/1 Perry St","4","t",1105000,"S","Hodges","30-07-16",14.6,"3189","3","2","2",220,187,"2015","Kingston",-37.9387,145.0398
"Newport","45 Milford St","3","t",962000,"S","Village","03-12-16",8.4,"3015","3","2","2",283,179,"2011","Hobsons Bay",-37.8477,144.8753
"Newport","4/27 Clyde St","3","t",770000,"S","Greg","19-11-16",8.4,"3015","3","2","2",224,132,"2015","Hobsons Bay",-37.8424,144.8653
"Newport","112 Mason St","3","t",747000,"S","Jas","24-09-16",8.4,"3015","3","2","2",753,170,"2005","Hobsons Bay",-37.8413,144.8741
"Newport","26 Croker St","4","t",930000,"PI","Greg","26-07-16",8.4,"3015","4","3","3",278,188,"2009","Hobsons Bay",-37.8468,144.874
"Newport","108 Mason St","4","t",820000,"S","Sweeney","27-06-16",8.4,"3015","4","2","2",753,204,"2006","Hobsons Bay",-37.8413,144.8741
"Niddrie","28 Coghlan St","3","t",830000,"S","Barry","03-09-16",11.2,"3042","3","3","2",303,236,"2013","Moonee Valley",-37.742,144.8885
"Niddrie","97 Haldane Rd","3","t",770000,"S","Frank","07-05-16",11.2,"3042","3","2","1",313,145,"2011","Moonee Valley",-37.7335,144.8788
"Niddrie","2/55 Garnet St","3","t",820000,"PI","Nelson","07-11-16",11.2,"3042","3","2","1",229,180,"2012","Moonee Valley",-37.7462,144.8873
"Niddrie","2 Michael Ct","3","t",840000,"S","Barry","15-10-16",11.2,"3042","3","2","2",374,180,"1990","Moonee Valley",-37.7445,144.8834
"North Melbourne","70 Munster Tce","2","t",1105000,"S","Jellis","04-03-17",2.3,"3051","2","2","1",88,119,"2010","Melbourne",-37.8018,144.9429
"Northcote","1/221 Westgarth St","3","t",865000,"S","Love","12-11-16",5.5,"3070","3","1","2",184,108,"2006","Darebin",-37.7825,145.0104
"Northcote","10 Campbell Gr","3","t",900000,"S","Nelson","16-07-16",5.5,"3070","3","2","2",608,138,"2012","Darebin",-37.7763,144.9967
"Oak Park","1/22 Lex Gr","3","t",770000,"S","Brad","11-02-17",11.5,"3046","3","2","2",272,138,"2012","Moreland",-37.7182,144.9244
"Oak Park","2/8 Gregory St","2","t",475000,"PI","Barry","15-10-16",11.5,"3046","2","1","1",118,113,"2010","Moreland",-37.7232,144.9154
"Oak Park","4/29 Margaret St","2","t",585500,"S","Eview","18-03-17",11.5,"3046","2","1","1",161,86,"2013","Moreland",-37.7218,144.9188
"Pascoe Vale","2/58 Railway Pde","2","t",480000,"PI","Nelson","06-08-16",9.9,"3044","2","1","1",113,94,"1988","Moreland",-37.7269,144.9274
"Pascoe Vale","1/94 Railway Pde","4","t",605000,"PI","Brad","06-08-16",9.9,"3044","4","2","1",215,157,"1990","Moreland",-37.7247,144.9257
"Pascoe Vale","1c Hazel Gr","2","t",530000,"SP","hockingstuart","08-10-16",9.9,"3044","2","1","1",156,98,"2004","Moreland",-37.7311,144.9395
"Pascoe Vale","1/5 Farringdon St","3","t",790000,"S","Brad","12-11-16",9.9,"3044","3","3","1",291,175,"2009","Moreland",-37.7271,144.9261
"Pascoe Vale","4/37 Arndt Rd","2","t",500000,"VB","Brad","13-08-16",9.9,"3044","2","1","1",147,109,"2012","Moreland",-37.7209,144.93
"Pascoe Vale","2/6 Devon Rd","3","t",590000,"PI","Nelson","15-10-16",9.9,"3044","3","2","2",191,142,"2000","Moreland",-37.7223,144.9315
"Pascoe Vale","101 Northumberland Rd","3","t",600000,"S","Eview","17-09-16",9.9,"3044","3","3","1",205,107,"1940","Moreland",-37.7212,144.9326
"Pascoe Vale","2/42 Railway Pde","2","t",510000,"S","D'Aprano","17-09-16",9.9,"3044","2","1","1",110,91,"2013","Moreland",-37.7282,144.928
"Pascoe Vale","8/16 Pascoe St","3","t",430000,"VB","Trimson","18-06-16",9.9,"3044","3","2","1",146,106,"2006","Moreland",-37.7152,144.9346
"Pascoe Vale","30 Downs St","2","t",550500,"S","Nelson","22-05-16",9.9,"3044","2","1","2",135,100,"2012","Moreland",-37.7242,144.9411
"Pascoe Vale","1/10 Callander Rd","2","t",610000,"S","Ray","22-08-16",9.9,"3044","2","1","1",169,109,"1995","Moreland",-37.7186,144.9306
"Pascoe Vale","3/191 Sussex St","2","t",410000,"VB","Brad","23-04-16",9.9,"3044","2","1","1",105,88,"2014","Moreland",-37.7233,144.9507
"Pascoe Vale","4/47 Surrey St","4","t",665000,"SP","New","26-07-16",9.9,"3044","4","2","2",148,141,"2001","Moreland",-37.7231,144.9482
"Pascoe Vale","2/36 Alpine Gr","3","t",600000,"VB","hockingstuart","27-11-16",9.9,"3044","3","2","1",122,139,"1998","Moreland",-37.7231,144.9373
"Prahran","16 Park Rd","3","t",1245000,"PI","Marshall","06-08-16",4.5,"3181","2","2","1",128,134,"2000","Stonnington",-37.8526,145.0071
"Prahran","6/21 Wynnstay Rd","3","t",1450000,"VB","Marshall","19-11-16",4.5,"3181","3","2","3",1958,98,"1995","Stonnington",-37.8526,145.0106
"Prahran","1/38 Donald St","2","t",1540000,"S","Jellis","22-05-16",4.5,"3181","2","2","1",113,104,"1945","Stonnington",-37.8481,144.9869
"Preston","27 Olver St","2","t",715000,"S","Barry","04-03-17",8.8,"3072","2","1","1",132,121,"2009","Darebin",-37.7343,145.0025
"Preston","3/9 Cormac St","2","t",660000,"S","Harcourts","18-03-17",8.8,"3072","2","1","1",113,90,"2013","Darebin",-37.7479,145.0153
"Preston","4/1 Furzer St","3","t",714000,"S","Nelson","18-06-16",8.8,"3072","3","2","2",185,115,"2005","Darebin",-37.7287,144.9869
"Reservoir","1/72 Purinuan Rd","3","t",620000,"S","RW","03-12-16",11.2,"3073","3","2","2",207,102,"2006","Darebin",-37.7086,145.0251
"Reservoir","2/16 Cheddar Rd","2","t",490000,"S","Nelson","04-03-17",11.2,"3073","2","1","1",91,84,"2014","Darebin",-37.713,145.0108
"Reservoir","40b Drysdale St","3","t",620500,"S","Nelson","07-05-16",11.2,"3073","3","2","1",158,117,"2011","Darebin",-37.7293,145.0216
"Reservoir","6/137 Hickford St","3","t",530000,"PI","Nelson","08-10-16",11.2,"3073","3","2","1",229,130,"2008","Darebin",-37.7036,145.0145
"Reservoir","3/14 MacK St","3","t",592000,"S","Ray","08-10-16",11.2,"3073","3","1","1",270,160,"2016","Darebin",-37.702,145.0148
"Reservoir","6/13 Fyfe St","2","t",416000,"S","Ray","10-09-16",11.2,"3073","2","1","1",159,70,"2000","Darebin",-37.7059,145.0115
"Reservoir","1/5 Box St","3","t",678000,"S","RW","11-03-17",11.2,"3073","3","2","1",230,102,"2009","Darebin",-37.7077,145.0211
"Reservoir","2/33 Ashley St","2","t",380000,"PI","Barry","12-11-16",11.2,"3073","2","1","1",83,85,"2010","Darebin",-37.7171,145.0019
"Reservoir","3/41 Fordham Rd","2","t",495000,"S","Nelson","12-11-16",11.2,"3073","2","1","1",96,73,"2013","Darebin",-37.7139,145.0198
"Reservoir","2/10 Odowd St","2","t",490000,"S","hockingstuart","22-05-16",11.2,"3073","3","1","1",126,91,"2013","Darebin",-37.7186,145.0166
"Reservoir","4/18 Gourock St","2","t",420000,"VB","Love","26-07-16",11.2,"3073","2","1","2",153,107,"2003","Darebin",-37.702,145.0324
"Richmond","2/175 Kent St","2","t",855000,"S","Jellis","10-09-16",2.6,"3121","2","1","1",92,115,"1970","Yarra",-37.815,145.008
"Richmond","35A Hunter St","2","t",1430000,"S","Jellis","12-11-16",2.6,"3121","2","2","2",153,125,"2004","Yarra",-37.8209,145.0055
"Richmond","38a Buckingham St","2","t",930000,"S","Jellis","14-05-16",2.6,"3121","2","1","1",97,85,"2004","Yarra",-37.814,145.002
"Richmond","4a Gardner St","2","t",1081000,"S","hockingstuart","15-10-16",2.6,"3121","2","1","1",126,115,"1995","Yarra",-37.814,145.006
"Richmond","23a Dickmann St","3","t",975000,"PI","Jellis","22-08-16",2.6,"3121","3","1","1",383,128.083333333333,"1993","Yarra",-37.8248,144.9976
"Richmond","10 Botherambo St","2","t",1200000,"SP","Jellis","25-02-17",2.6,"3121","2","2","1",170,89,"1940","Yarra",-37.8229,144.9931
"Richmond","1/7 Sanders Pl","3","t",1582000,"S","Jellis","25-02-17",2.6,"3121","3","3","2",119,184,"2005","Yarra",-37.8278,144.9984
"Rosanna","16/77 St James Rd","2","t",531000,"S","Nelson","10-09-16",11.4,"3084","2","1","1",83,89,"1990","Banyule",-37.747,145.07
"Seddon","1/26 emma St","2","t",720000,"SP","Greg","14-05-16",6.6,"3011","2","1","1",126,127,"2011","Maribyrnong",-37.8045,144.8898
"South Yarra","12 Witchwood Cl","3","t",1460000,"PI","hockingstuart","04-06-16",3.3,"3141","2","2","1",181,148,"1990","Melbourne",-37.8334,144.9867
"South Yarra","1/14 Arthur St","3","t",1250000,"S","Kay","07-11-16",3.3,"3141","3","2","1",80,118,"2003","Stonnington",-37.8416,144.9923
"South Yarra","29 Nicholson St","3","t",2010000,"VB","Kay","22-05-16",3.3,"3141","3","2","1",163,207,"2016","Stonnington",-37.8425,144.9877
"Spotswood","118 The Avenue","4","t",840000,"S","Jas","17-09-16",7.7,"3015","3","3","2",278,277,"2015","Hobsons Bay",-37.8261,144.8718
"St Kilda","2/19 Eildon Rd","3","t",1400000,"VB","McGrath","07-11-16",6.1,"3182","3","2","2",128,183,"2002","Port Phillip",-37.8624,144.9768
"Sunshine","3/2 Cooper St","3","t",500000,"PI","Douglas","27-06-16",12.6,"3020","3","1","2",224,159,"1985","Brimbank",-37.7863,144.8401
"Sunshine","2/7 Mayo St","2","t",410000,"SP","Barry","28-05-16",12.6,"3020","2","2","2",204,85,"2008","Brimbank",-37.7982,144.823
"Sunshine West","87 Nicholson Pde","3","t",450000,"SP","Douglas","04-06-16",13.5,"3020","3","3","1",344,178,"2004","Brimbank",-37.7967,144.8083
"Sunshine West","2/42 Bardsley St","3","t",510000,"SP","Barry","28-05-16",13.5,"3020","3","2","1",333,141,"2012","Brimbank",-37.7912,144.8215
"Surrey Hills","2/33 Chestnut St","3","t",1110000,"S","Fletchers","03-09-16",11.2,"3127","4","2","2",401,129,"1970","Whitehorse",-37.8332,145.1105
"Surrey Hills","3/11 Norfolk Rd","3","t",1330500,"S","Fletchers","03-12-16",11.2,"3127","3","2","2",226,126,"2004","Boroondara",-37.8275,145.0958
"Surrey Hills","2/215 Mont Albert Rd","2","t",770500,"S","Jellis","17-09-16",11.2,"3127","1","2","1",88,92,"1997","Boroondara",-37.819,145.0888
"Surrey Hills","3/5 Florence Rd","3","t",865000,"S","Noel","25-02-17",11.2,"3127","3","1","1",217,101,"1970","Whitehorse",-37.8275,145.1032
"Templestowe Lower","2/47 Parker St","2","t",678000,"S","Barry","15-10-16",13.8,"3107","2","1","1",340,90,"1980","Manningham",-37.7564,145.1195
"Thornbury","3/125 Fyffe St","2","t",805000,"S","Nelson","04-02-16",6.5,"3071","2","1","2",164,95,"2009","Darebin",-37.7536,144.9825
"Thornbury","52a Leinster Gr","3","t",910500,"SP","hockingstuart","16-04-16",6.5,"3071","3","2","2",157,144,"2010","Darebin",-37.759,144.988
"Thornbury","56a Leinster Gr","3","t",1070000,"S","Jellis","24-09-16",6.5,"3071","3","2","2",158,140,"2007","Darebin",-37.7588,144.9881
"Thornbury","85A Clyde St","3","t",1100000,"VB","Jellis","25-02-17",6.5,"3071","3","2","2",7330,128,"2011","Darebin",-37.7614,145.0118
"Toorak","5/755 Malvern Rd","3","t",2400000,"S","Castran","10-09-16",4.6,"3142","3","3","2",425,186.666666666667,"1998","Stonnington",-37.8492,145.0163
"Toorak","11 Church St","3","t",2700000,"VB","Kay","12-06-16",4.6,"3142","3","2","2",294,220,"2010","Stonnington",-37.8503,145.0292
"Toorak","4/83 Grange Rd","3","t",1550000,"VB","Kay","15-10-16",4.6,"3142","3","2","2",117,214,"2000","Stonnington",-37.8343,145.0112
"West Melbourne","6/40 Batman St","3","t",1130000,"PI","Caine","18-06-16",1.9,"3003","3","2","2",116,124.5,"2002","Melbourne",-37.8102,144.9515
"West Melbourne","7/88 Ireland St","3","t",1120000,"S","Jellis","25-02-17",1.9,"3003","3","3","1",801,122,"2008","Melbourne",-37.8067,144.9435
"Williamstown","13/8 The Strand","2","t",830000,"SP","Greg","07-11-16",8,"3016","2","1","1",84,110,"1980","Hobsons Bay",-37.8581,144.9015
"Williamstown","22 Bayview St","3","t",1460000,"S","Greg","10-12-16",8,"3016","3","2","2",506,180,"2010","Hobsons Bay",-37.8658,144.8857
"Williamstown","21a Station Rd","3","t",935000,"SP","Sweeney","16-04-16",8,"3016","3","2","1",233,194,"2002","Hobsons Bay",-37.8573,144.8911
"Yarraville","113 Anderson St","3","t",1040000,"S","Sweeney","12-11-16",7,"3013","2","2","0",352,152,"2016","Maribyrnong",-37.8164,144.8869
"Yarraville","16/11 Berry St","3","t",800000,"VB","Jas","28-05-16",7,"3013","3","2","1",169,150,"2007","Maribyrnong",-37.8122,144.8965
"Aberfeldie","2/30 Caroline St","3","t",935000,"SP","Nelson","10-09-16",9.1,"3040","3","2","2",217,149,"2005","Moonee Valley",-37.7591,144.8923
"Aberfeldie","11 Muldowney St","3","t",1300000,"SP","Barry","25-02-17",9.1,"3040","3","3","1",593,205,"2016","Moonee Valley",-37.7584,144.8968
"Brunswick East","6 Kingfisher Gdns","3","t",940000,"S","Nelson","04-03-17",4.5,"3057","3","1","2",213,116,"1995","Moreland",-37.7643,144.9808
"Brunswick East","21 Roberts St","3","t",899000,"SP","Jellis","07-05-16",4.5,"3057","3","2","1",116,124,"2007","Moreland",-37.7667,144.9821
"Brunswick East","2/33 Linden St","3","t",1050000,"PI","Jellis","19-11-16",4.5,"3057","3","3","2",87,151,"1998","Moreland",-37.7739,144.975
"Essendon West","1/410 Buckley St","3","t",800000,"VB","Barry","12-06-16",9.8,"3040","3","3","2",242,173.3,"2013","Moonee Valley",-37.7535,144.8868
"Essendon West","4/63 Hampton Rd","4","t",652500,"S","Harcourts","15-10-16",9.8,"3040","4","2","1",179,160,"1995","Moonee Valley",-37.7527,144.8824
"Essendon West","2/45 Hoffmans Rd","3","t",970000,"PI","Barry","24-09-16",9.8,"3040","3","2","2",356,223,"2011","Moonee Valley",-37.7493,144.8901
"Fawkner","2A Piper St","3","t",455000,"S","Brad","04-03-17",12.4,"3060","3","2","1",738,138,"2010","Moreland",-37.7109,144.9654
"Fawkner","1/12 Brooks St","3","t",460000,"SP","Eview","15-10-16",12.4,"3060","3","1","1",314,112,"1970","Moreland",-37.7066,144.9733
"Fawkner","1/26 Tucker St","3","t",492000,"S","Ray","28-08-16",12.4,"3060","3","1","1",208,107,"2011","Moreland",-37.7092,144.9695
"Hawthorn East","2/28 Caroline St","3","t",1220000,"S","Marshall","04-03-17",7.5,"3123","3","2","2",166,171,"1980","Boroondara",-37.8293,145.0456
"Hawthorn East","10/26 Redfern Rd","3","t",1110000,"S","Jellis","08-10-16",7.5,"3123","3","2","2",94,169,"2005","Boroondara",-37.8302,145.0525
"Hawthorn East","21 Russell St","4","t",1425000,"S","Jellis","08-10-16",7.5,"3123","4","2","2",154,171,"1998","Boroondara",-37.8298,145.0537
"Hawthorn East","1/36 Pleasant Rd","4","t",1738000,"S","Jellis","15-10-16",7.5,"3123","4","3","2",324,241,"2002","Boroondara",-37.8348,145.0503
"Hawthorn East","3/859 Toorak Rd","3","t",1590000,"S","Jellis","19-11-16",7.5,"3123","3","2","2",289,181,"2010","Boroondara",-37.8451,145.0525
"Heidelberg","4/71 Rosanna Rd","3","t",550000,"PI","hockingstuart","06-08-16",10.6,"3084","2","1","2",235,123,"1990","Banyule",-37.7519,145.0696
"Heidelberg","4/51 Yarra St","2","t",705000,"S","Miles","06-08-16",10.6,"3084","2","1","1",182,110,"1973","Banyule",-37.7587,145.0657
"Heidelberg","7/106 Brown St","2","t",600000,"S","Miles","23-04-16",10.6,"3084","2","1","2",145,102.5,"1970","Banyule",-37.7515,145.0649
"Heidelberg","3/10 Edgar St","2","t",690000,"SP","Miles","25-02-17",10.6,"3084","2","1","1",110,88,"2010","Banyule",-37.7489,145.07
"Ivanhoe East","1/169 Lower Heidelberg Rd","3","t",1050000,"VB","Nelson","22-08-16",9,"3079","3","2","1",180,165,"2012","Banyule",-37.772,145.0538
"Murrumbeena","1/22 Gerald St","4","t",1100000,"SP","hockingstuart","04-03-17",12.1,"3163","4","3","2",286,160,"1990","Glen Eira",-37.8958,145.0696
"Murrumbeena","3 Churchill Cl","3","t",1160000,"S","hockingstuart","04-06-16",12.1,"3163","3","2","2",302,172,"2000","Glen Eira",-37.9043,145.0622
"Murrumbeena","84 Dalny Rd","3","t",1100000,"S","hockingstuart","04-06-16",12.1,"3163","1","2","2",242,139.384615384615,"2005","Glen Eira",-37.9017,145.0739
"Murrumbeena","1/178 Murrumbeena Rd","2","t",720000,"S","hockingstuart","23-04-16",12.1,"3163","2","2","2",1318,139.384615384615,"2008","Glen Eira",-37.8969,145.0654
"Murrumbeena","4/1 Howe St","2","t",745500,"S","Buxton","30-07-16",12.1,"3163","2","1","1",186,110,"1980","Glen Eira",-37.8947,145.0722
"Ormond","44 Thompson St","3","t",1250000,"S","hockingstuart","10-09-16",11.8,"3204","3","2","2",326,188,"2000","Glen Eira",-37.903,145.0285
"Ormond","5/254 Booran Rd","4","t",1197000,"S","Gary","27-06-16",11.8,"3204","4","2","2",144,191.230769230769,"2006","Glen Eira",-37.9021,145.0357
"West Footscray","1/9 Indwe St","3","t",620000,"S","Nelson","15-10-16",8.2,"3012","3","1","2",255,148,"2001","Maribyrnong",-37.8038,144.8679
"Albion","3/14 Ridley St","2","t",300000,"PI","FN","11-02-17",13.9,"3020","2","1","1",74,141.921428571429,"1970","Brimbank",-37.7836,144.8256
"Cremorne","175 Dover St","2","t",1010000,"S","hockingstuart","24-09-16",2.5,"3121","2","1","1",151,151,"1998","Yarra",-37.8311,144.9914
"South Kingsville","1/39 New St","2","t",650000,"SP","Greg","06-08-16",9.1,"3015","2","2","1",151,102,"2011","Hobsons Bay",-37.8289,144.8671
"South Kingsville","58 Kernot St","4","t",915000,"SP","Sweeney","16-04-16",9.1,"3015","4","3","1",662,265,"2016","Hobsons Bay",-37.8307,144.8725
"South Kingsville","56b Vernon St","2","t",611000,"SP","Williams","28-08-16",9.1,"3015","2","1","1",228,100,"2000","Hobsons Bay",-37.8317,144.8713
